,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
245,,,166989,0,0,0,0,0,3,2.3,,0,Youri,0.0,259,False,,,65,166989.jpg,3.8,Tielemans,2.1,False,,a,10,13,120,0,0,0,0,0.0,18.5,Tielemans,2629,6,4,6,42,0,0,0,3,0,0,14,532,723.8,578.9,460.0,175.8,40,16,42,31,76,43,43,29,,,,,2.0,
246,,,168580,0,0,0,0,0,3,1.5,,0,Ayoze,0.0,260,False,,,50,168580.jpg,2.5,Pérez,0.1,False,,a,10,13,35,0,0,0,0,0.0,7.0,Pérez,438,2,3,1,15,0,0,0,0,1,0,2,101,172.4,139.7,180.0,48.7,276,115,205,121,193,103,263,118,,,,,,
247,,,172780,0,0,0,0,0,3,2.7,,0,James,0.0,261,False,,,80,172780.jpg,5.2,Maddison,5.8,False,,a,10,13,181,0,0,0,0,0.0,22.6,Maddison,2454,12,11,5,41,0,0,0,3,0,0,24,637,827.4,706.2,770.0,230.2,17,6,22,17,36,21,23,15,1.0,,1.0,,,
248,,,173515,0,0,0,0,0,4,2.0,,0,Kelechi,0.0,262,False,,,65,173515.jpg,3.1,Iheanacho,0.8,False,,a,10,13,80,0,0,0,0,0.0,12.3,Iheanacho,1253,4,6,1,25,0,0,0,1,0,0,10,246,292.0,242.7,390.0,92.2,211,20,147,17,100,30,163,26,,,,,3.0,
249,,,197469,0,0,0,0,0,3,1.0,,0,Hamza,0.0,263,False,,,45,197469.jpg,1.3,Choudhury,0.2,False,,a,10,13,8,0,0,0,0,0.0,1.8,Choudhury,284,0,0,1,4,0,0,0,1,0,0,0,41,43.0,2.8,6.0,5.3,344,150,348,163,329,159,356,157,,,,,,
250,,,201666,0,0,0,0,0,3,2.4,,0,Harvey,0.0,264,False,,,70,201666.jpg,4.3,Barnes,4.5,False,,a,10,13,137,0,0,0,0,0.0,19.6,Barnes,2095,6,12,8,30,0,0,0,2,0,0,10,377,546.2,425.3,1000.0,196.8,99,35,82,59,16,8,32,21,,,,,,
251,,,203341,0,0,0,0,0,3,1.5,,0,Wilfred,0.0,265,False,,,50,203341.jpg,2.2,Ndidi,0.3,False,,a,10,13,41,0,0,0,0,0.0,8.2,Ndidi,1617,0,1,5,26,0,0,0,4,0,0,0,240,322.0,66.0,179.0,57.0,199,83,264,141,194,104,240,107,,,,,,
252,,,215413,0,0,0,0,0,3,1.5,,0,Kiernan,0.0,266,False,,,50,215413.jpg,2.5,Dewsbury-Hall,1.0,False,,a,10,13,70,0,0,0,0,0.0,14.0,Dewsbury-Hall,2101,1,2,8,27,0,0,0,4,0,0,4,337,377.6,505.6,221.0,110.6,173,66,59,41,166,90,117,68,3.0,,3.0,,,
253,,,218031,0,0,0,0,0,2,1.8,,0,Çaglar,0.0,267,False,,,45,218031.jpg,2.4,Söyüncü,0.6,False,,a,10,13,66,0,0,0,0,0.0,14.7,Söyüncü,2497,1,0,5,44,0,0,0,5,0,0,6,454,606.4,64.7,90.0,76.2,71,25,266,93,256,92,197,62,,,,,,
254,,,220627,0,0,0,0,0,2,1.8,,0,James,0.0,268,False,,,45,220627.jpg,2.2,Justin,3.2,False,,a,10,13,29,0,0,0,0,0.0,6.4,Justin,996,0,0,2,13,0,0,0,0,0,0,1,167,190.0,136.2,97.0,42.5,265,108,209,61,251,89,271,99,,,,,,
255,,,225902,0,0,0,0,0,3,1.0,,0,Boubakary,0.0,269,False,,,45,225902.jpg,1.9,Soumaré,0.6,False,,a,10,13,36,0,0,0,0,0.0,8.0,Soumaré,1095,0,1,2,27,0,0,0,0,0,0,1,153,142.6,98.6,40.0,28.1,296,127,240,133,295,145,301,138,,,,,,
256,,,244619,0,0,0,0,0,2,1.8,,0,Luke,0.0,270,False,,,45,244619.jpg,2.3,Thomas,0.1,False,,a,10,13,50,0,0,0,0,0.0,11.1,Thomas,1911,0,1,5,35,0,0,0,2,0,0,1,349,406.2,198.5,59.0,66.6,159,67,169,46,284,108,222,77,,,,,,
257,,,245419,0,0,0,0,0,4,1.8,,0,Patson,0.0,271,False,,,60,245419.jpg,3.0,Daka,1.4,False,,a,10,13,70,0,0,0,0,0.0,11.7,Daka,1152,5,3,3,20,0,0,0,2,0,0,8,216,287.8,166.2,460.0,90.9,213,21,188,23,75,26,165,27,,,,,,
258,,,444463,0,0,0,0,0,2,1.8,,0,Wesley,0.0,272,False,,,45,444463.jpg,2.4,Fofana,1.0,False,,a,10,13,17,0,0,0,0,0.0,3.8,Fofana,630,0,0,1,7,0,0,0,2,0,0,2,112,131.4,30.1,32.0,19.4,300,120,305,118,302,118,317,122,,,,,,
259,,,232620,0,0,0,0,0,2,1.0,,0,Lewis,0.0,273,False,,,40,232620.jpg,1.0,Brunt,0.3,False,,a,10,13,1,0,0,0,0,0.0,0.2,Brunt,23,0,0,0,1,0,0,0,0,0,0,0,2,2.0,1.5,2.0,0.6,380,143,354,140,335,136,383,143,,,,,,
260,,,55914,0,0,0,0,0,2,1.3,,0,Liam,0.0,221,False,,,45,55914.jpg,2.9,Cooper,0.2,False,,a,11,2,60,0,0,0,0,0.0,13.3,Cooper,1814,0,2,5,26,0,0,0,5,0,0,5,352,413.4,53.4,65.0,53.4,154,65,279,105,276,103,252,92,,,,,,
261,25.0,,66588,0,0,0,0,0,2,0.3,,0,Luke,0.0,222,False,Knee injury - 25% chance of playing,2022-07-05T15:30:04.180211Z,45,66588.jpg,2.1,Ayling,0.0,False,,d,11,2,55,0,0,0,0,0.0,12.2,Ayling,2272,2,3,2,66,0,0,0,4,1,0,8,405,603.2,186.5,238.0,102.5,74,27,176,49,156,36,134,35,,,,,,
262,,,72222,0,0,0,0,0,3,1.0,,0,Mateusz,0.0,223,False,,,50,72222.jpg,1.8,Klich,0.1,False,,a,11,2,61,0,0,0,0,0.0,12.2,Klich,2071,1,2,1,52,0,0,0,5,0,0,4,277,340.4,434.6,484.0,125.6,190,76,77,55,71,41,88,53,,,,,3.0,
263,,,80179,0,0,0,0,0,3,0.5,,0,Adam,0.0,224,False,,,45,80179.jpg,1.7,Forshaw,0.3,False,,a,11,2,38,0,0,0,0,0.0,8.4,Forshaw,1526,0,1,2,41,0,0,0,5,0,0,0,204,217.2,195.3,119.0,53.3,250,106,171,105,233,122,253,112,,,3.0,,,
264,,,80954,0,0,0,0,0,3,1.6,,0,Rodrigo,0.0,225,False,,,60,80954.jpg,2.7,Moreno,0.4,False,,a,11,2,85,0,0,0,0,0.0,14.2,Rodrigo,2263,6,2,5,37,0,0,0,9,0,0,11,351,430.2,558.3,602.0,159.0,143,53,44,32,50,30,54,35,,,,,4.0,
265,0.0,,87873,0,0,0,0,0,2,0.0,,0,Stuart,0.0,226,False,Leg injury - Expected back 05 Nov,2022-07-05T15:30:04.195729Z,50,87873.jpg,2.4,Dallas,0.0,False,,i,11,2,80,0,0,0,0,0.0,16.0,Dallas,2920,1,1,5,66,0,0,0,5,0,0,6,473,615.8,509.6,288.0,141.8,67,24,57,11,134,26,67,9,2.0,,,,,
266,,,106617,0,0,0,0,0,4,1.9,,0,Patrick,0.0,227,False,,,75,106617.jpg,3.1,Bamford,0.9,False,,a,11,2,28,0,0,0,0,0.0,3.7,Bamford,557,2,2,0,14,0,0,0,2,0,0,2,90,125.8,69.0,289.0,47.9,305,31,261,32,133,32,264,32,,,,,1.0,
267,,,149915,0,0,0,0,0,2,1.3,,0,Diego,0.0,228,False,,,45,149915.jpg,2.8,Llorente,0.2,False,,a,11,2,77,0,0,0,0,0.0,17.1,Llorente,2341,3,0,5,44,0,0,0,7,0,0,6,432,521.8,40.1,142.0,70.7,105,39,296,114,210,67,211,72,,,,,,
268,0.0,,173821,0,0,0,0,0,3,0.0,,0,Tyler,0.0,229,False,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,173821.jpg,1.5,Roberts,0.0,False,,u,11,2,34,0,0,0,0,0.0,6.8,Roberts,976,1,1,1,26,0,0,0,5,0,0,1,105,160.4,189.8,296.0,64.9,285,120,174,107,129,75,227,104,,,,,,
269,,,193645,0,0,0,0,0,2,1.3,,0,Robin,0.0,230,False,,,45,193645.jpg,1.1,Koch,0.1,False,,a,11,2,23,0,0,0,0,0.0,5.1,Koch,1572,0,0,1,40,0,0,0,3,0,0,0,186,201.2,70.3,121.0,39.5,257,102,259,88,229,76,274,101,,,,,,
270,0.0,,200617,0,0,0,0,0,3,0.0,,0,Daniel,0.0,231,False,Suspended until 13 Aug,2022-07-05T15:30:04.208215Z,60,200617.jpg,2.7,James,0.0,False,,s,11,2,91,0,0,0,0,0.0,15.2,James,2489,4,5,5,51,0,0,0,7,1,0,2,221,336.4,348.1,810.0,148.1,192,77,105,73,29,18,63,42,,,,,,
271,0.0,,219961,0,0,0,0,0,3,0.0,,0,Raphael,0.0,232,False,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,219961.jpg,4.1,Dias Belloli,2.1,False,,u,11,2,145,0,0,0,0,0.0,20.7,Raphinha,2916,11,4,5,68,0,0,0,7,0,0,14,457,770.8,928.6,915.0,261.6,28,12,10,9,23,13,12,8,,,,,,
272,,,221399,0,0,0,0,0,3,1.6,,0,Jack,0.0,233,False,,,60,221399.jpg,3.3,Harrison,1.0,False,,a,11,2,117,0,0,0,0,0.0,19.5,Harrison,2638,8,1,3,68,0,0,0,3,0,0,12,408,614.6,591.8,687.0,188.5,69,26,40,30,45,26,36,24,3.0,,,,,
273,0.0,,221610,0,0,0,0,0,3,0.0,,0,Jamie,0.0,234,False,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,221610.jpg,1.4,Shackleton,0.1,False,,u,11,2,19,0,0,0,0,0.0,4.2,Shackleton,704,0,1,1,14,0,0,0,4,0,0,0,94,126.6,29.0,62.0,21.9,304,131,309,153,281,140,315,143,,,,,,
274,,,222694,0,0,0,0,0,2,1.3,,0,Pascal,0.0,235,False,,,45,222694.jpg,1.2,Struijk,0.1,False,,a,11,2,35,0,0,0,0,0.0,7.8,Struijk,2050,1,1,1,53,0,0,0,6,1,0,0,339,481.0,134.8,191.0,80.8,117,44,210,62,187,52,184,55,,,,,,
275,,,223081,0,0,0,0,0,1,0.5,,0,Kristoffer,0.0,236,False,,,40,223081.jpg,2.0,Klaesson,0.8,False,,a,11,2,2,0,0,0,0,0.0,0.5,Klaesson,35,0,0,0,0,0,0,0,0,0,4,0,12,25.4,0.0,0.0,2.5,355,30,391,32,375,20,368,30,,,,,,
276,,,248937,0,0,0,0,0,4,0.5,,0,Sam,0.0,237,False,,,45,248937.jpg,2.1,Greenwood,26.0,False,,a,11,2,15,0,0,0,0,0.0,3.3,Greenwood,231,0,2,0,5,0,0,0,0,0,0,0,54,51.6,49.4,39.0,13.9,337,33,283,33,299,36,330,35,,,,,,
277,,,437495,0,0,0,0,0,1,1.7,,0,Illan,0.0,238,False,,,45,437495.jpg,2.8,Meslier,3.2,False,,a,11,2,106,0,0,0,0,0.0,23.6,Meslier,3384,0,0,5,79,0,0,0,2,0,143,8,713,1090.6,0.0,0.0,108.9,3,1,450,47,442,40,123,2,,,,,,
278,0.0,,443967,0,0,0,0,0,2,0.0,,0,Junior,0.0,239,False,Knock - Expected back 03 Sep,2022-07-13T09:30:03.852560Z,45,443967.jpg,0.9,Firpo Adames,0.0,False,,i,11,2,22,0,0,0,0,0.0,4.9,Firpo,1709,0,2,1,49,1,0,0,11,0,0,4,219,320.4,289.4,142.0,75.1,201,80,121,28,212,69,201,65,,,,,,
279,,,450070,0,0,0,0,0,3,0.5,,0,Crysencio,0.0,240,False,,,45,450070.jpg,1.0,Summerville,0.2,False,,a,11,2,6,0,0,0,0,0.0,1.3,Summerville,126,0,0,0,1,0,0,0,0,0,0,0,20,18.6,32.0,36.0,8.6,364,155,302,151,301,148,344,155,,,,,,
280,,,450529,0,0,0,0,0,3,0.5,,0,Lewis,0.0,241,False,,,45,450529.jpg,1.0,Bate,0.1,False,,a,11,2,3,0,0,0,0,0.0,0.7,Bate,145,0,0,0,4,0,0,0,0,0,0,0,4,5.4,2.8,1.0,0.8,375,164,349,164,343,166,380,167,,,,,,
281,,,462635,0,0,0,0,0,4,1.0,,0,Joe,0.0,242,False,,,55,462635.jpg,2.1,Gelhardt,0.9,False,,a,11,2,43,0,0,0,0,0.0,7.8,Gelhardt,733,2,4,1,25,0,0,0,4,0,0,3,129,148.0,117.0,412.0,67.2,293,30,228,29,93,28,221,30,,,,,,
282,,,477547,0,0,0,0,0,2,0.5,,0,Leo Fuhr,0.0,243,False,,,40,477547.jpg,1.0,Hjelde,0.3,False,,a,11,2,2,0,0,0,0,0.0,0.5,Hjelde,148,0,0,0,5,0,0,0,0,0,0,0,29,45.6,12.8,2.0,6.1,340,134,329,130,336,137,351,135,,,,,,
283,,,224209,0,0,0,0,0,2,1.8,,0,Rasmus,0.0,244,False,,,50,224209.jpg,0.0,Kristensen,0.5,False,,a,11,2,0,0,0,0,0,0.0,0.0,Kristensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,490,189,489,189,485,189,491,189,,,,,,
284,,,234370,0,0,0,0,0,3,1.0,,0,Marc,0.0,245,False,,,50,234370.jpg,0.0,Roca Junqué,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Roca,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,492,205,492,206,489,206,493,206,,,,,,
285,,,427637,0,0,0,0,0,3,1.5,,0,Brenden,0.0,246,False,,,55,427637.jpg,0.0,Aaronson,0.5,False,,a,11,2,0,0,0,0,0,0.0,0.0,Aaronson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,515,222,515,222,515,222,515,222,,,,,,
286,,,470294,0,0,0,0,0,3,0.5,,0,Darko,0.0,247,False,,,45,470294.jpg,0.0,Gyabi,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gyabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,184,460,185,451,184,465,185,,,,,,
287,,,200785,0,0,0,0,0,3,1.0,,0,Tyler,0.0,506,False,,,50,200785.jpg,0.0,Adams,0.2,False,,a,11,2,0,0,0,0,0,0.0,0.0,Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,485,201,484,202,480,202,486,202,,,,,,
288,,,224995,0,0,0,0,0,3,1.8,,0,Luis,0.0,508,False,,,65,224995.jpg,0.0,Sinisterra Lucumí,1.0,False,,a,11,2,0,0,0,0,0,0.0,0.0,Sinisterra,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,226,524,226,524,226,524,226,,,,,,
289,,,15157,0,0,0,0,0,3,2.5,,0,James,0.0,274,False,,,45,15157.jpg,1.6,Milner,0.7,False,,a,12,14,38,0,0,0,0,0.0,8.4,Milner,844,0,1,4,6,0,0,0,2,0,0,1,196,233.2,332.8,78.0,64.5,244,104,109,75,266,137,228,105,4.0,,,,1.0,
290,,,56979,0,0,0,0,0,3,3.5,,0,Jordan,0.0,275,False,,,55,56979.jpg,3.1,Henderson,0.9,False,,a,12,14,110,0,0,0,0,0.0,20.0,Henderson,2592,2,5,15,22,0,0,0,3,0,0,9,507,487.4,659.5,247.0,139.2,112,43,30,22,154,87,71,45,,,3.0,,,
291,,,60914,0,0,0,0,0,2,4.5,,0,Joel,0.0,276,False,,,60,60914.jpg,5.5,Matip,2.8,False,,a,12,14,170,0,0,0,0,0.0,28.3,Matip,2790,3,3,17,21,0,0,0,2,0,0,20,763,711.4,195.3,509.0,141.7,46,14,172,47,65,5,68,10,,,,,,
292,,,61558,0,0,0,0,0,3,3.5,,0,Thiago,0.0,277,False,,,55,61558.jpg,2.8,Alcántara do Nascimento,1.8,False,,a,12,14,69,0,0,0,0,0.0,12.5,Thiago,1527,1,4,11,7,0,0,0,2,0,0,3,338,420.0,426.2,283.0,113.3,150,57,81,58,136,78,110,67,,,,,,
293,,,81880,0,0,0,0,0,3,3.0,,0,Alex,0.0,278,False,,,50,81880.jpg,2.5,Oxlade-Chamberlain,0.0,False,,a,12,14,42,0,0,0,0,0.0,8.4,Chamberlain,777,2,1,3,7,0,0,0,0,0,0,2,148,162.8,170.0,208.0,54.0,284,119,186,112,173,96,248,111,,,,,,
294,,,92217,0,0,0,0,0,4,4.1,,0,Roberto,0.0,279,False,,,80,92217.jpg,3.1,Firmino,1.3,False,,a,12,14,62,0,0,0,0,0.0,7.8,Firmino,980,5,4,5,9,0,0,0,3,0,0,5,270,337.2,248.4,497.0,108.3,191,18,141,16,67,24,124,21,,,,,,
295,,,97032,0,0,0,0,0,2,4.8,,0,Virgil,0.0,280,False,,,65,97032.jpg,5.4,van Dijk,12.3,False,,a,12,14,183,0,0,0,0,0.0,28.2,Van Dijk,3060,3,3,21,21,0,0,0,3,0,0,13,803,726.4,150.3,455.0,133.1,39,11,200,57,78,8,74,13,,,,,,
296,,,116535,0,0,0,0,0,1,5.5,,0,Alisson,0.0,281,False,,,55,116535.jpg,4.9,Ramses Becker,19.1,False,,a,12,14,176,0,0,0,0,0.0,32.0,Alisson,3240,0,1,20,24,1,0,0,0,0,75,15,782,721.4,10.0,0.0,73.1,41,11,340,11,504,51,207,11,,,,,,
297,,,116643,0,0,0,0,0,3,3.5,,0,Fabio Henrique,0.0,282,False,,,55,116643.jpg,3.3,Tavares,0.9,False,,a,12,14,97,0,0,0,0,0.0,17.6,Fabinho,2311,5,1,15,18,0,0,0,7,0,0,7,438,501.8,282.2,310.0,109.4,109,42,129,84,122,70,120,71,,,2.0,,3.0,
298,,,118748,0,0,0,0,0,3,5.5,,0,Mohamed,0.0,283,False,,,130,118748.jpg,7.6,Salah,56.7,False,,a,12,14,265,0,0,0,0,0.0,20.4,Salah,2758,23,14,17,22,0,0,1,1,0,0,29,756,1241.0,875.9,2230.0,434.8,1,1,13,11,1,1,1,1,,,,,2.0,
299,,,122798,0,0,0,0,0,2,5.2,,0,Andrew,0.0,284,False,,,70,122798.jpg,6.4,Robertson,10.0,False,,a,12,14,186,0,0,0,0,0.0,26.6,Robertson,2537,3,11,17,20,0,0,0,5,1,0,23,770,708.2,900.7,372.0,198.3,47,15,11,2,104,13,30,3,2.0,,,,,
300,,,169187,0,0,0,0,0,2,5.5,,0,Trent,0.0,285,False,,,75,169187.jpg,6.5,Alexander-Arnold,54.3,False,,a,12,14,208,0,0,0,0,0.0,27.7,Alexander-Arnold,2853,2,12,18,22,0,0,0,2,0,0,32,864,865.2,1449.1,515.0,283.2,14,2,1,1,64,4,7,1,1.0,,1.0,,,
301,,,171287,0,0,0,0,0,2,3.3,,0,Joseph,0.0,286,False,,,45,171287.jpg,2.8,Gomez,0.2,False,,a,12,14,22,0,0,0,0,0.0,4.9,Gomez,330,0,1,2,3,0,0,0,2,0,0,2,92,76.6,64.0,13.0,15.4,325,128,268,94,319,128,326,127,,,,,,
302,,,175592,0,0,0,0,0,3,3.0,,0,Naby,0.0,287,False,,,50,175592.jpg,2.8,Keita,0.2,False,,a,12,14,65,0,0,0,0,0.0,13.0,Keita,1169,3,2,8,6,0,0,0,3,0,0,4,262,302.0,243.8,258.0,80.5,209,88,145,94,149,85,186,93,,,,,,
303,50.0,,194634,0,0,0,0,0,4,2.2,,0,Diogo,0.0,288,False,Hamstring injury - 50% chance of playing,2022-07-15T16:30:04.902721Z,90,194634.jpg,5.0,Teixeira da Silva,2.7,False,,d,12,14,175,0,0,0,0,0.0,19.4,Diogo Jota,2357,15,7,14,19,0,0,0,3,0,0,8,483,736.8,538.2,1379.0,264.5,35,3,49,4,5,3,11,3,,,,,,
304,,,200720,0,0,0,0,0,1,2.5,,0,Caoimhin,0.0,289,False,,,40,200720.jpg,4.0,Kelleher,0.8,False,,a,12,14,8,0,0,0,0,0.0,2.0,Kelleher,180,0,0,1,2,0,0,0,0,0,6,0,52,46.2,0.0,0.0,4.6,339,27,385,29,368,17,358,27,,,,,,
305,,,204716,0,0,0,0,0,2,3.8,,0,Ibrahima,0.0,290,False,,,50,204716.jpg,3.0,Konaté,2.3,False,,a,12,14,33,0,0,0,0,0.0,6.6,Konaté,990,0,0,4,10,0,0,0,2,0,0,0,208,213.4,21.0,20.0,25.4,252,100,316,122,313,124,308,115,,,,,,
306,,,206915,0,0,0,0,0,3,3.0,,0,Curtis,0.0,291,False,,,50,206915.jpg,2.7,Jones,0.0,False,,a,12,14,40,0,0,0,0,0.0,8.0,Jones,849,1,1,4,9,0,0,0,0,0,0,3,177,156.4,179.7,171.0,50.8,290,123,180,109,200,107,260,116,,,,,,
307,,,214285,0,0,0,0,0,2,3.3,,0,Konstantinos,0.0,292,False,,,45,214285.jpg,3.2,Tsimikas,0.3,False,,a,12,14,42,0,0,0,0,0.0,9.3,Tsimikas,874,0,2,4,6,0,0,0,3,0,0,2,202,214.4,401.1,141.0,75.8,251,99,90,17,213,70,199,64,3.0,,,,,
308,,,244731,0,0,0,0,0,3,4.2,,0,Luis,0.0,293,False,,,80,244731.jpg,4.9,Díaz,28.4,False,,a,12,14,64,0,0,0,0,0.0,8.0,Luis Díaz,957,4,3,6,4,0,0,0,0,0,0,6,227,289.4,288.0,578.0,115.7,212,89,124,81,53,32,106,65,,,,,,
309,,,444884,0,0,0,0,0,3,3.0,,0,Harvey,0.0,294,False,,,50,444884.jpg,2.0,Elliott,0.3,False,,a,12,14,12,0,0,0,0,0.0,2.4,Elliott,344,0,0,2,2,0,0,0,0,0,0,0,52,43.2,133.5,102.0,27.9,343,149,212,122,248,127,302,139,,,,,,
310,,,244858,0,0,0,0,0,3,3.5,,0,Fábio,0.0,296,False,,,55,244858.jpg,0.0,Freitas Gouveia Carvalho,0.4,False,,a,12,14,0,0,0,0,0,0.0,0.0,Carvalho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,220,513,220,513,220,513,220,,,,,,
311,,,447203,0,0,0,0,0,4,4.5,,0,Darwin,0.0,297,False,,,90,447203.jpg,0.0,Núñez Ribeiro,15.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,Darwin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,56,526,56,526,56,526,56,,,,,,
312,,,489580,0,0,0,0,0,2,2.5,,0,Calvin,0.0,298,False,,,40,489580.jpg,0.0,Ramsay,0.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,Ramsay,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,157,401,157,385,157,412,157,,,,,,
313,,,60706,0,0,0,0,0,1,2.5,,0,Adrián,0.0,497,False,,,40,60706.jpg,0.0,San Miguel del Castillo,0.4,False,,a,12,14,0,0,0,0,0,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,387,36,373,21,353,9,389,36,,,,,,
314,0.0,,219937,0,0,0,0,0,2,0.0,,0,Rhys,0.0,498,False,Joined Blackpool on loan - Expected back 01 Jul,2022-07-19T23:00:04.376982Z,40,219937.jpg,0.0,Williams,0.1,False,,u,12,14,0,0,0,0,0,0.0,0.0,R.Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,151,390,150,374,150,402,150,,,,,,
315,0.0,,152898,0,0,0,0,0,2,0.0,,0,Ben,0.0,499,False,Transferred to Rangers - Unknown return date,2022-07-19T23:00:04.398981Z,40,152898.jpg,0.0,Davies,0.1,False,,u,12,14,0,0,0,0,0,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,146,379,145,361,143,393,145,,,,,,
316,,,444765,0,0,0,0,0,2,2.5,,0,Sepp,0.0,500,False,,,40,444765.jpg,0.0,van den Berg,0.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,Van den Berg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,155,399,155,383,155,410,155,,,,,,
317,,,197464,0,0,0,0,0,2,2.5,,0,Nathaniel,0.0,501,False,,,40,197464.jpg,0.0,Phillips,0.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,394,148,383,147,366,146,396,147,,,,,,
318,,,58621,0,0,0,0,0,2,3.3,,0,Kyle,0.0,299,False,,,50,58621.jpg,4.2,Walker,5.4,False,,a,13,43,85,0,0,0,0,0.0,17.0,Walker,1755,0,2,10,14,0,0,0,1,0,0,5,403,274.2,247.8,110.0,63.2,222,87,142,35,242,84,229,82,,,,,,
319,,,59859,0,0,0,0,0,3,3.5,,0,Ilkay,0.0,300,False,,,75,59859.jpg,4.6,Gündogan,0.9,False,,a,13,43,124,0,0,0,0,0.0,16.5,Gündogan,1851,8,5,14,10,0,0,0,1,0,0,10,488,549.2,613.8,798.0,196.3,98,34,37,27,31,19,33,22,,,3.0,,5.0,
320,,,61366,0,0,0,0,0,3,4.7,,0,Kevin,0.0,301,False,,,120,61366.jpg,6.5,De Bruyne,16.5,False,,a,13,43,196,0,0,0,0,0.0,16.3,De Bruyne,2196,15,8,13,22,0,0,0,2,0,0,33,732,1005.8,1222.0,880.0,311.0,6,3,3,2,25,15,6,5,1.0,,1.0,,3.0,
321,,,97299,0,0,0,0,0,2,3.6,,0,John,0.0,302,False,,,55,97299.jpg,5.0,Stones,3.6,False,,a,13,43,70,0,0,0,0,0.0,12.7,Stones,1117,1,0,9,6,0,0,0,0,0,0,4,290,219.8,79.7,145.0,44.4,249,98,253,84,207,65,268,97,,,,,,
322,,,103025,0,0,0,0,0,3,3.7,,0,Riyad,0.0,303,False,,,80,103025.jpg,4.8,Mahrez,5.9,False,,a,13,43,135,0,0,0,0,0.0,16.9,Mahrez,1485,11,7,7,14,0,0,1,0,0,0,12,477,616.8,631.6,842.0,208.7,66,25,34,25,28,17,27,18,2.0,,2.0,,1.0,
323,,,114283,0,0,0,0,0,3,3.4,,0,Jack,0.0,305,False,,,70,114283.jpg,3.3,Grealish,4.1,False,,a,13,43,86,0,0,0,0,0.0,12.3,Grealish,1910,3,3,15,8,0,0,0,3,0,0,2,359,394.4,730.6,923.0,204.8,164,62,18,13,22,12,28,19,,,,,,
324,,,121145,0,0,0,0,0,2,4.7,,0,João,0.0,306,False,,,70,121145.jpg,5.6,Cancelo,45.1,False,,a,13,43,201,0,0,0,0,0.0,28.7,Cancelo,3227,1,11,19,25,0,0,0,7,0,0,27,829,796.0,786.9,851.0,243.6,22,4,14,3,27,1,19,2,,,,,,
325,,,121160,0,0,0,0,0,1,5.0,,0,Ederson,0.0,307,False,,,55,121160.jpg,4.2,Santana de Moraes,14.9,False,,a,13,43,155,0,0,0,0,0.0,28.2,Ederson,3330,0,0,20,26,0,0,0,3,0,60,4,701,561.2,0.0,0.0,56.1,93,17,506,52,505,52,243,18,,,,,,
